Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Month,Year
ORD02420,2024-10-05,Customer_4194,Corporate,East,Odisha,Technology,Keyboard,1139.59,2,0.0,251.14,October,2024
ORD02421,2024-02-06,Customer_4663,Home Office,North,Punjab,Technology,Laptop,1934.25,8,0.05,264.99,February,2024
ORD02422,2023-02-24,Customer_4649,Home Office,North,Punjab,Furniture,Bookshelf,177.01,4,0.1,14.67,February,2023
ORD02423,2023-08-31,Customer_1723,Consumer,North,Delhi,Office Supplies,Notebook,414.26,9,0.2,86.26,August,2023
ORD02424,2023-12-06,Customer_1152,Consumer,North,Delhi,Technology,Monitor,3528.56,2,0.15,945.81,December,2023
ORD02425,2023-09-15,Customer_1949,Home Office,East,West Bengal,Furniture,Sofa,2756.27,7,0.15,183.85,September,2023
ORD02426,2024-03-01,Customer_1370,Corporate,South,Kerala,Technology,Printer,4691.35,6,0.2,140.85,March,2024
ORD02427,2024-10-12,Customer_8028,Consumer,West,Maharashtra,Office Supplies,Pen,4948.87,9,0.1,787.29,October,2024
ORD02428,2023-11-13,Customer_6230,Consumer,East,Bihar,Furniture,Sofa,449.87,5,0.15,109.16,November,2023
ORD02429,2024-11-14,Customer_3846,Corporate,West,Rajasthan,Furniture,Bookshelf,2376.14,5,0.15,57.13,November,2024
ORD02430,2024-07-06,Customer_3732,Home Office,South,Kerala,Furniture,Bookshelf,4904.73,5,0.0,480.53,July,2024
ORD02431,2025-05-21,Customer_8166,Home Office,North,Delhi,Furniture,Desk,363.12,4,0.2,21.19,May,2025
ORD02432,2023-05-13,Customer_4061,Consumer,West,Rajasthan,Technology,Mouse,4262.08,4,0.15,1032.73,May,2023
ORD02433,2025-05-10,Customer_8902,Consumer,South,Kerala,Office Supplies,Marker,4734.64,6,0.05,308.8,May,2025
ORD02434,2023-04-25,Customer_2918,Consumer,North,Haryana,Office Supplies,Notebook,4319.54,8,0.15,231.59,April,2023
ORD02435,2024-01-16,Customer_1522,Consumer,South,Telangana,Office Supplies,File,3345.91,6,0.05,705.12,January,2024
ORD02436,2023-03-28,Customer_9116,Corporate,North,Uttar Pradesh,Technology,Keyboard,1539.8,3,0.05,208.84,March,2023
ORD02437,2023-10-13,Customer_3745,Corporate,West,Rajasthan,Technology,Laptop,3396.29,3,0.15,634.14,October,2023
ORD02438,2024-06-03,Customer_8167,Corporate,West,Madhya Pradesh,Technology,Monitor,1497.28,1,0.0,279.85,June,2024
ORD02439,2023-06-04,Customer_3551,Corporate,West,Maharashtra,Technology,Mouse,1623.47,9,0.1,62.87,June,2023
ORD02440,2023-05-17,Customer_5862,Home Office,South,Telangana,Office Supplies,Pen,2000.44,5,0.1,461.06,May,2023
ORD02441,2023-07-16,Customer_4975,Consumer,East,West Bengal,Office Supplies,Stapler,3807.31,4,0.1,182.65,July,2023
ORD02442,2024-08-06,Customer_5786,Consumer,East,Odisha,Office Supplies,Notebook,3453.49,3,0.2,653.43,August,2024
ORD02443,2024-06-02,Customer_9239,Consumer,East,Assam,Furniture,Chair,3229.63,2,0.05,529.03,June,2024
ORD02444,2024-09-18,Customer_7015,Corporate,West,Rajasthan,Office Supplies,File,3898.96,8,0.15,711.1,September,2024
ORD02445,2023-01-09,Customer_4680,Home Office,East,Bihar,Furniture,Desk,2921.17,4,0.15,150.85,January,2023
ORD02446,2023-05-11,Customer_8383,Home Office,South,Karnataka,Technology,Keyboard,4685.42,6,0.15,271.75,May,2023
ORD02447,2025-05-30,Customer_2436,Corporate,East,West Bengal,Technology,Printer,592.42,6,0.0,134.2,May,2025
ORD02448,2024-02-12,Customer_5552,Corporate,East,Assam,Technology,Printer,2657.91,1,0.15,436.19,February,2024
ORD02449,2023-07-03,Customer_4317,Home Office,East,Odisha,Office Supplies,Stapler,3633.0,6,0.05,658.59,July,2023
ORD02450,2025-03-15,Customer_1722,Home Office,North,Delhi,Furniture,Bookshelf,295.93,6,0.0,59.13,March,2025
ORD02451,2023-10-20,Customer_7089,Corporate,East,Odisha,Technology,Monitor,2501.58,4,0.15,109.85,October,2023
ORD02452,2024-03-01,Customer_9961,Consumer,North,Uttar Pradesh,Technology,Monitor,3637.36,8,0.2,715.12,March,2024
ORD02453,2024-04-10,Customer_2964,Consumer,East,Assam,Office Supplies,Marker,1436.83,1,0.2,162.02,April,2024
ORD02454,2023-11-09,Customer_3039,Corporate,West,Maharashtra,Office Supplies,Pen,3497.64,8,0.05,484.95,November,2023
ORD02455,2024-11-21,Customer_9172,Corporate,East,West Bengal,Furniture,Table,399.5,4,0.05,39.31,November,2024
ORD02456,2023-06-16,Customer_3439,Consumer,East,Odisha,Furniture,Table,2575.75,4,0.05,274.46,June,2023
ORD02457,2023-02-12,Customer_1944,Consumer,South,Karnataka,Office Supplies,Pen,2231.95,6,0.15,104.62,February,2023
ORD02458,2024-11-04,Customer_6885,Corporate,North,Delhi,Technology,Printer,880.61,8,0.0,92.12,November,2024
ORD02459,2025-05-27,Customer_6948,Consumer,East,West Bengal,Office Supplies,Notebook,3333.09,3,0.2,172.52,May,2025
ORD02460,2024-04-09,Customer_4861,Home Office,East,Odisha,Technology,Keyboard,727.47,7,0.2,53.19,April,2024
ORD02461,2024-01-15,Customer_9491,Consumer,North,Punjab,Furniture,Chair,3234.12,6,0.1,649.05,January,2024
ORD02462,2023-02-03,Customer_5323,Consumer,West,Maharashtra,Office Supplies,Pen,2998.49,6,0.15,670.15,February,2023
ORD02463,2025-02-25,Customer_8928,Home Office,South,Kerala,Office Supplies,Stapler,3113.86,4,0.05,345.74,February,2025
ORD02464,2023-01-18,Customer_8165,Corporate,West,Maharashtra,Office Supplies,File,632.67,8,0.0,145.77,January,2023
ORD02465,2025-03-24,Customer_5671,Corporate,South,Tamil Nadu,Furniture,Bookshelf,3739.61,3,0.1,539.42,March,2025
ORD02466,2023-08-09,Customer_2104,Corporate,East,Assam,Office Supplies,Stapler,875.37,7,0.05,130.56,August,2023
ORD02467,2023-12-12,Customer_9395,Consumer,East,West Bengal,Technology,Keyboard,3914.62,1,0.15,774.98,December,2023
ORD02468,2023-08-28,Customer_9898,Consumer,East,Bihar,Office Supplies,Pen,2845.32,9,0.2,671.31,August,2023
ORD02469,2023-12-10,Customer_9727,Home Office,South,Kerala,Office Supplies,Marker,692.12,1,0.15,70.47,December,2023
ORD02470,2023-11-18,Customer_6691,Consumer,East,Bihar,Furniture,Bookshelf,1703.28,7,0.05,478.53,November,2023
ORD02471,2023-08-23,Customer_2946,Consumer,South,Telangana,Office Supplies,Pen,2893.62,8,0.2,696.77,August,2023
ORD02472,2024-10-18,Customer_3925,Home Office,South,Telangana,Office Supplies,Pen,3365.49,6,0.2,675.48,October,2024
ORD02473,2024-08-29,Customer_9814,Home Office,North,Uttar Pradesh,Office Supplies,Marker,1317.83,8,0.15,148.88,August,2024
ORD02474,2023-05-25,Customer_7451,Home Office,West,Rajasthan,Furniture,Table,4164.13,3,0.2,725.24,May,2023
ORD02475,2025-03-07,Customer_6027,Corporate,East,Bihar,Furniture,Table,3382.18,8,0.05,410.42,March,2025
ORD02476,2023-12-10,Customer_2874,Home Office,South,Telangana,Furniture,Chair,3140.74,5,0.2,371.67,December,2023
ORD02477,2023-03-12,Customer_2210,Corporate,South,Telangana,Office Supplies,File,3175.39,1,0.0,287.05,March,2023
ORD02478,2024-03-09,Customer_5758,Consumer,North,Haryana,Office Supplies,Marker,3103.89,6,0.1,243.37,March,2024
ORD02479,2024-02-09,Customer_4859,Corporate,East,Assam,Office Supplies,Notebook,1111.06,8,0.05,77.97,February,2024
ORD02480,2024-06-12,Customer_1050,Home Office,West,Gujarat,Office Supplies,Notebook,100.58,5,0.2,10.8,June,2024
ORD02481,2023-09-19,Customer_6748,Home Office,South,Telangana,Office Supplies,Marker,3505.69,3,0.05,455.07,September,2023
ORD02482,2025-06-04,Customer_9066,Corporate,South,Kerala,Furniture,Sofa,3043.27,7,0.0,300.12,June,2025
ORD02483,2024-09-04,Customer_3233,Home Office,North,Delhi,Furniture,Desk,1296.6,1,0.0,290.52,September,2024
ORD02484,2023-04-12,Customer_1615,Consumer,South,Telangana,Office Supplies,Notebook,4103.72,7,0.1,366.34,April,2023
ORD02485,2023-10-20,Customer_3339,Corporate,West,Maharashtra,Technology,Laptop,3096.31,7,0.15,104.88,October,2023
ORD02486,2024-01-29,Customer_7005,Consumer,East,Assam,Office Supplies,Pen,975.18,4,0.0,97.6,January,2024
ORD02487,2024-02-03,Customer_4243,Consumer,North,Uttar Pradesh,Technology,Mouse,3108.58,1,0.15,726.28,February,2024
ORD02488,2024-12-08,Customer_1958,Consumer,South,Telangana,Furniture,Sofa,1659.05,6,0.05,395.34,December,2024
ORD02489,2024-07-09,Customer_9258,Consumer,West,Gujarat,Office Supplies,Stapler,591.97,3,0.2,67.71,July,2024
ORD02490,2024-07-25,Customer_7141,Home Office,East,Odisha,Office Supplies,Marker,1144.75,2,0.1,89.39,July,2024
ORD02491,2023-06-28,Customer_6167,Corporate,North,Delhi,Technology,Keyboard,4284.6,3,0.0,1254.5,June,2023
ORD02492,2023-06-08,Customer_9977,Corporate,West,Madhya Pradesh,Office Supplies,File,2759.59,5,0.0,244.12,June,2023
ORD02493,2023-04-02,Customer_3154,Home Office,West,Gujarat,Office Supplies,Notebook,2734.27,1,0.1,362.82,April,2023
ORD02494,2025-04-28,Customer_4574,Home Office,North,Punjab,Technology,Printer,1737.65,6,0.1,103.07,April,2025
ORD02495,2024-09-18,Customer_3522,Corporate,East,Assam,Furniture,Sofa,4270.08,8,0.2,597.91,September,2024
ORD02496,2024-06-16,Customer_9066,Corporate,South,Kerala,Technology,Mouse,2654.97,4,0.2,511.02,June,2024
ORD02497,2023-12-12,Customer_6419,Home Office,West,Rajasthan,Technology,Printer,4160.17,9,0.0,594.05,December,2023
ORD02498,2024-02-05,Customer_5750,Corporate,West,Rajasthan,Furniture,Desk,2682.12,5,0.0,742.45,February,2024
ORD02499,2024-04-07,Customer_7171,Corporate,South,Karnataka,Technology,Mouse,1583.37,4,0.05,406.38,April,2024
ORD02500,2024-06-04,Customer_8454,Corporate,East,Odisha,Technology,Keyboard,4817.43,1,0.05,515.86,June,2024
ORD02501,2024-04-02,Customer_5081,Corporate,South,Tamil Nadu,Furniture,Sofa,3780.29,3,0.0,812.69,April,2024
ORD02502,2023-09-01,Customer_7833,Corporate,West,Gujarat,Technology,Keyboard,920.1,6,0.15,116.24,September,2023
ORD02503,2025-03-15,Customer_7861,Consumer,North,Punjab,Office Supplies,Stapler,4372.19,3,0.15,99.43,March,2025
ORD02504,2024-01-24,Customer_6656,Consumer,North,Punjab,Office Supplies,Marker,290.96,8,0.0,77.39,January,2024
ORD02505,2023-06-29,Customer_8000,Consumer,North,Delhi,Office Supplies,Marker,2914.73,9,0.05,689.56,June,2023
ORD02506,2023-07-20,Customer_8513,Consumer,North,Uttar Pradesh,Technology,Keyboard,2913.72,9,0.05,409.58,July,2023
ORD02507,2023-08-09,Customer_5012,Home Office,East,Assam,Office Supplies,File,2549.13,3,0.1,112.14,August,2023
ORD02508,2023-02-13,Customer_1658,Home Office,South,Telangana,Furniture,Chair,1145.96,5,0.05,117.04,February,2023
ORD02509,2024-07-29,Customer_2691,Corporate,North,Uttar Pradesh,Furniture,Desk,158.09,4,0.0,25.77,July,2024
ORD02510,2024-03-03,Customer_1967,Corporate,North,Punjab,Furniture,Chair,1758.55,6,0.1,326.09,March,2024
ORD02511,2023-04-12,Customer_2579,Corporate,North,Punjab,Office Supplies,Pen,1497.96,9,0.15,36.83,April,2023
ORD02512,2024-09-27,Customer_7023,Home Office,South,Kerala,Furniture,Desk,1400.18,9,0.1,226.8,September,2024
ORD02513,2023-08-29,Customer_5230,Consumer,North,Haryana,Technology,Monitor,518.31,4,0.2,45.6,August,2023
ORD02514,2023-11-04,Customer_5197,Home Office,East,Bihar,Office Supplies,Pen,3562.8,8,0.0,973.66,November,2023
ORD02515,2025-03-24,Customer_8169,Corporate,North,Punjab,Technology,Printer,4991.17,5,0.2,298.8,March,2025
ORD02516,2023-06-26,Customer_6376,Consumer,South,Karnataka,Furniture,Desk,1262.03,3,0.2,291.34,June,2023
ORD02517,2024-05-16,Customer_3808,Corporate,West,Gujarat,Office Supplies,File,656.65,5,0.2,124.78,May,2024
ORD02518,2023-08-03,Customer_8549,Home Office,South,Karnataka,Office Supplies,Pen,357.06,1,0.05,29.61,August,2023
ORD02519,2023-11-09,Customer_5174,Corporate,South,Tamil Nadu,Furniture,Chair,1785.41,6,0.15,437.32,November,2023
ORD02520,2023-09-03,Customer_3045,Home Office,South,Karnataka,Technology,Monitor,1622.28,3,0.05,285.2,September,2023
ORD02521,2023-01-19,Customer_5073,Consumer,East,Assam,Office Supplies,Marker,646.82,1,0.15,164.12,January,2023
ORD02522,2024-02-08,Customer_6495,Corporate,East,Assam,Office Supplies,Notebook,4351.33,9,0.05,1033.08,February,2024
ORD02523,2025-01-15,Customer_7831,Corporate,South,Kerala,Office Supplies,File,149.44,6,0.1,40.56,January,2025
ORD02524,2023-09-26,Customer_4307,Corporate,West,Rajasthan,Office Supplies,File,988.11,5,0.1,212.3,September,2023
ORD02525,2023-03-27,Customer_4134,Corporate,North,Punjab,Technology,Keyboard,4799.13,9,0.1,1296.01,March,2023
ORD02526,2025-05-20,Customer_3669,Consumer,West,Rajasthan,Technology,Monitor,1307.93,5,0.05,296.42,May,2025
ORD02527,2023-03-05,Customer_9022,Corporate,South,Telangana,Furniture,Chair,3193.81,6,0.1,127.77,March,2023
ORD02528,2023-08-19,Customer_4568,Home Office,West,Gujarat,Furniture,Desk,1348.32,5,0.0,227.72,August,2023
ORD02529,2024-04-29,Customer_3193,Corporate,West,Gujarat,Technology,Keyboard,1683.9,7,0.0,401.1,April,2024
ORD02530,2023-09-22,Customer_4903,Corporate,South,Telangana,Technology,Printer,3208.76,1,0.15,407.27,September,2023
ORD02531,2023-05-09,Customer_2294,Corporate,East,Odisha,Furniture,Desk,1898.61,8,0.2,451.77,May,2023
ORD02532,2023-01-26,Customer_7716,Corporate,West,Madhya Pradesh,Furniture,Chair,4188.67,6,0.05,857.34,January,2023
ORD02533,2023-12-30,Customer_2658,Corporate,West,Gujarat,Furniture,Chair,2095.94,3,0.05,278.34,December,2023
ORD02534,2025-03-14,Customer_7015,Consumer,West,Madhya Pradesh,Technology,Printer,4122.18,9,0.05,461.91,March,2025
ORD02535,2023-05-14,Customer_1027,Corporate,South,Tamil Nadu,Office Supplies,Marker,4875.89,5,0.05,1137.48,May,2023
ORD02536,2023-08-29,Customer_7587,Corporate,South,Tamil Nadu,Office Supplies,Pen,2582.77,5,0.0,471.08,August,2023
ORD02537,2024-08-28,Customer_6959,Consumer,North,Haryana,Furniture,Bookshelf,592.73,2,0.05,120.56,August,2024
ORD02538,2024-02-03,Customer_3172,Consumer,North,Punjab,Furniture,Bookshelf,4727.99,3,0.05,761.2,February,2024
ORD02539,2025-04-01,Customer_1944,Corporate,South,Telangana,Office Supplies,Notebook,120.1,3,0.05,33.89,April,2025
ORD02540,2023-12-21,Customer_2196,Consumer,South,Kerala,Furniture,Desk,1444.47,4,0.2,325.91,December,2023
ORD02541,2024-01-03,Customer_1535,Home Office,South,Tamil Nadu,Technology,Laptop,727.29,2,0.0,75.37,January,2024
ORD02542,2024-03-12,Customer_1543,Consumer,North,Uttar Pradesh,Furniture,Chair,355.24,4,0.05,40.98,March,2024
ORD02543,2025-03-23,Customer_9268,Home Office,East,Odisha,Technology,Mouse,2871.25,1,0.1,661.95,March,2025
ORD02544,2023-09-26,Customer_4811,Corporate,South,Tamil Nadu,Furniture,Chair,257.12,3,0.0,50.25,September,2023
ORD02545,2024-09-02,Customer_2846,Consumer,West,Gujarat,Office Supplies,Stapler,1721.45,4,0.05,481.49,September,2024
ORD02546,2024-07-12,Customer_3896,Consumer,North,Delhi,Office Supplies,File,3308.67,3,0.05,886.25,July,2024
ORD02547,2023-06-01,Customer_7283,Corporate,North,Punjab,Technology,Printer,1872.82,4,0.05,480.75,June,2023
ORD02548,2023-08-13,Customer_2781,Home Office,South,Kerala,Furniture,Desk,1092.14,8,0.05,156.17,August,2023
ORD02549,2023-04-17,Customer_3668,Consumer,North,Haryana,Furniture,Desk,3421.76,7,0.2,725.93,April,2023
ORD02550,2025-06-12,Customer_8649,Corporate,North,Haryana,Office Supplies,Marker,2360.23,1,0.1,137.05,June,2025
ORD02551,2024-04-27,Customer_7315,Consumer,West,Rajasthan,Furniture,Chair,4727.23,9,0.0,1329.03,April,2024
ORD02552,2023-08-07,Customer_5329,Home Office,West,Rajasthan,Furniture,Sofa,109.18,6,0.05,7.16,August,2023
ORD02553,2024-03-16,Customer_6231,Home Office,South,Telangana,Technology,Monitor,2698.08,6,0.15,487.53,March,2024
ORD02554,2023-09-02,Customer_8615,Corporate,West,Rajasthan,Office Supplies,Pen,1565.67,8,0.1,85.74,September,2023
ORD02555,2023-05-26,Customer_1477,Corporate,South,Tamil Nadu,Furniture,Table,351.22,2,0.15,58.68,May,2023
ORD02556,2024-01-17,Customer_2845,Home Office,East,Assam,Office Supplies,Pen,3335.73,3,0.2,735.27,January,2024
ORD02557,2024-12-18,Customer_8717,Consumer,East,Odisha,Technology,Laptop,3811.66,3,0.2,953.97,December,2024
ORD02558,2023-08-25,Customer_2244,Consumer,South,Karnataka,Furniture,Bookshelf,1821.26,9,0.0,486.26,August,2023
ORD02559,2024-10-15,Customer_2454,Corporate,North,Punjab,Furniture,Bookshelf,428.83,1,0.1,55.14,October,2024
ORD02560,2023-03-06,Customer_1792,Corporate,South,Tamil Nadu,Furniture,Sofa,2212.2,9,0.15,498.6,March,2023
ORD02561,2023-10-20,Customer_7864,Corporate,East,Odisha,Technology,Laptop,1650.88,2,0.0,225.02,October,2023
ORD02562,2025-02-07,Customer_6171,Home Office,West,Maharashtra,Furniture,Table,123.52,1,0.15,19.62,February,2025
ORD02563,2024-06-22,Customer_8048,Corporate,West,Madhya Pradesh,Furniture,Table,1176.82,7,0.2,36.92,June,2024
ORD02564,2024-11-22,Customer_1978,Home Office,West,Madhya Pradesh,Office Supplies,Marker,1029.84,6,0.05,160.28,November,2024
ORD02565,2023-01-10,Customer_1137,Corporate,North,Delhi,Furniture,Chair,4709.16,1,0.15,375.47,January,2023
ORD02566,2023-08-13,Customer_9771,Home Office,South,Tamil Nadu,Technology,Printer,4367.08,9,0.15,511.05,August,2023
ORD02567,2025-05-15,Customer_3589,Consumer,North,Punjab,Technology,Monitor,2894.84,2,0.15,91.65,May,2025
ORD02568,2025-01-09,Customer_2841,Home Office,North,Uttar Pradesh,Furniture,Table,220.85,2,0.0,26.06,January,2025
ORD02569,2023-10-29,Customer_7189,Corporate,West,Gujarat,Office Supplies,Marker,3697.33,1,0.0,674.06,October,2023
ORD02570,2024-09-28,Customer_1111,Corporate,West,Maharashtra,Furniture,Chair,1758.47,2,0.2,313.99,September,2024
ORD02571,2024-01-27,Customer_2238,Home Office,East,Odisha,Office Supplies,Stapler,693.53,6,0.1,108.82,January,2024
ORD02572,2024-05-17,Customer_8909,Home Office,East,Bihar,Technology,Keyboard,1759.33,2,0.15,402.89,May,2024
ORD02573,2023-11-03,Customer_6319,Corporate,South,Kerala,Office Supplies,Marker,4743.96,4,0.0,1122.86,November,2023
ORD02574,2025-03-21,Customer_6916,Home Office,West,Madhya Pradesh,Technology,Keyboard,1002.56,4,0.1,201.71,March,2025
ORD02575,2023-03-04,Customer_6578,Consumer,South,Karnataka,Office Supplies,File,2761.28,2,0.0,233.08,March,2023
ORD02576,2025-03-07,Customer_2957,Corporate,East,Assam,Technology,Mouse,2743.58,4,0.15,343.87,March,2025
ORD02577,2024-10-21,Customer_2101,Consumer,North,Delhi,Furniture,Table,3880.59,9,0.05,589.16,October,2024
ORD02578,2025-01-24,Customer_1981,Consumer,North,Uttar Pradesh,Furniture,Chair,4030.51,8,0.2,447.91,January,2025
ORD02579,2024-12-30,Customer_7349,Home Office,West,Gujarat,Technology,Keyboard,2278.66,3,0.1,381.26,December,2024
ORD02580,2024-09-23,Customer_9783,Consumer,South,Kerala,Office Supplies,Pen,1686.86,8,0.0,244.36,September,2024
ORD02581,2024-08-20,Customer_1112,Home Office,East,Odisha,Furniture,Bookshelf,1634.49,9,0.0,168.94,August,2024
ORD02582,2023-08-09,Customer_6091,Corporate,East,Odisha,Office Supplies,File,4193.28,6,0.15,651.04,August,2023
ORD02583,2023-11-14,Customer_4417,Consumer,South,Tamil Nadu,Office Supplies,Notebook,790.8,5,0.2,133.71,November,2023
ORD02584,2023-02-14,Customer_3705,Home Office,South,Kerala,Technology,Keyboard,606.17,2,0.0,102.99,February,2023
ORD02585,2023-03-30,Customer_3777,Home Office,North,Punjab,Office Supplies,Marker,2875.31,9,0.05,358.72,March,2023
ORD02586,2023-03-08,Customer_9290,Home Office,West,Rajasthan,Office Supplies,Marker,2292.16,4,0.05,120.67,March,2023
ORD02587,2024-05-02,Customer_6520,Consumer,East,Assam,Technology,Mouse,1698.31,6,0.2,149.13,May,2024
ORD02588,2024-06-01,Customer_2220,Consumer,South,Karnataka,Technology,Printer,998.74,8,0.2,240.01,June,2024
ORD02589,2023-06-21,Customer_6479,Corporate,South,Karnataka,Furniture,Chair,1313.78,9,0.0,331.69,June,2023
ORD02590,2024-04-08,Customer_7993,Corporate,North,Delhi,Technology,Printer,2237.82,3,0.05,200.05,April,2024
ORD02591,2025-03-31,Customer_1307,Home Office,West,Madhya Pradesh,Furniture,Sofa,3368.15,2,0.2,820.19,March,2025
ORD02592,2025-02-24,Customer_8735,Corporate,North,Punjab,Office Supplies,File,601.76,9,0.15,46.75,February,2025
ORD02593,2024-03-04,Customer_1539,Home Office,West,Madhya Pradesh,Furniture,Sofa,2997.65,2,0.1,448.66,March,2024
ORD02594,2023-01-24,Customer_4439,Consumer,East,West Bengal,Office Supplies,Notebook,4378.48,4,0.15,1068.18,January,2023
ORD02595,2024-03-17,Customer_5609,Corporate,East,Bihar,Furniture,Bookshelf,4245.31,8,0.2,667.03,March,2024
ORD02596,2024-06-10,Customer_9168,Home Office,West,Rajasthan,Office Supplies,Pen,186.07,2,0.0,30.6,June,2024
ORD02597,2023-11-01,Customer_9481,Corporate,West,Rajasthan,Technology,Laptop,4506.76,2,0.2,1104.68,November,2023
ORD02598,2024-03-18,Customer_1140,Consumer,West,Rajasthan,Office Supplies,File,887.51,6,0.1,125.57,March,2024
ORD02599,2024-08-21,Customer_5806,Home Office,South,Telangana,Furniture,Table,3076.05,5,0.05,172.13,August,2024
ORD02600,2024-06-14,Customer_9584,Home Office,North,Punjab,Furniture,Sofa,1232.59,1,0.15,41.59,June,2024
ORD02601,2023-12-01,Customer_9219,Corporate,South,Tamil Nadu,Office Supplies,Stapler,2788.73,2,0.0,144.49,December,2023
ORD02602,2024-05-19,Customer_5193,Consumer,North,Haryana,Furniture,Bookshelf,1890.49,7,0.0,220.5,May,2024
ORD02603,2025-06-10,Customer_6588,Home Office,East,West Bengal,Office Supplies,Stapler,3280.32,7,0.15,356.36,June,2025
ORD02604,2023-11-05,Customer_9453,Corporate,West,Madhya Pradesh,Technology,Keyboard,3222.67,4,0.2,596.01,November,2023
ORD02605,2023-11-21,Customer_8848,Home Office,North,Delhi,Office Supplies,File,450.05,9,0.2,62.0,November,2023
ORD02606,2023-02-28,Customer_3778,Home Office,West,Madhya Pradesh,Technology,Monitor,3797.94,5,0.05,414.72,February,2023
ORD02607,2024-03-16,Customer_4721,Home Office,North,Delhi,Furniture,Chair,1981.4,2,0.05,209.26,March,2024
ORD02608,2024-04-13,Customer_7496,Corporate,South,Karnataka,Technology,Laptop,628.74,9,0.2,49.66,April,2024
ORD02609,2024-12-02,Customer_3732,Corporate,North,Delhi,Furniture,Chair,2001.34,8,0.05,227.78,December,2024
ORD02610,2023-02-01,Customer_5743,Home Office,North,Haryana,Technology,Printer,1953.04,5,0.1,242.68,February,2023
ORD02611,2025-01-15,Customer_4481,Home Office,North,Haryana,Office Supplies,Stapler,4452.71,5,0.05,819.55,January,2025
ORD02612,2024-05-05,Customer_1159,Home Office,South,Kerala,Office Supplies,Pen,1023.13,7,0.15,85.35,May,2024
ORD02613,2024-10-21,Customer_5999,Consumer,West,Madhya Pradesh,Office Supplies,Pen,3131.57,2,0.1,181.79,October,2024
ORD02614,2023-05-29,Customer_6527,Consumer,South,Karnataka,Office Supplies,Stapler,4880.16,5,0.1,1041.76,May,2023
ORD02615,2024-12-29,Customer_7817,Home Office,South,Telangana,Technology,Keyboard,2947.5,2,0.15,680.46,December,2024
ORD02616,2023-04-27,Customer_4747,Corporate,South,Telangana,Technology,Laptop,2268.11,9,0.05,357.94,April,2023
ORD02617,2024-08-29,Customer_6074,Corporate,East,Odisha,Technology,Keyboard,2904.11,2,0.1,663.18,August,2024
ORD02618,2023-09-12,Customer_5158,Consumer,North,Uttar Pradesh,Technology,Laptop,3121.89,3,0.0,929.94,September,2023
ORD02619,2025-05-27,Customer_3993,Home Office,South,Tamil Nadu,Technology,Keyboard,3445.62,6,0.1,917.02,May,2025
ORD02620,2023-06-26,Customer_8371,Home Office,North,Punjab,Technology,Mouse,1401.12,5,0.0,81.9,June,2023
ORD02621,2023-07-14,Customer_2217,Corporate,East,Assam,Technology,Mouse,3945.2,8,0.2,954.08,July,2023
ORD02622,2024-12-06,Customer_3669,Corporate,South,Karnataka,Furniture,Chair,1301.25,9,0.1,57.25,December,2024
ORD02623,2024-02-27,Customer_9722,Home Office,East,Bihar,Furniture,Table,4656.93,2,0.1,939.86,February,2024
ORD02624,2023-08-05,Customer_1097,Corporate,East,Assam,Technology,Mouse,1052.23,4,0.2,64.87,August,2023
ORD02625,2023-11-20,Customer_1079,Home Office,South,Karnataka,Furniture,Sofa,4696.78,9,0.05,1331.3,November,2023
ORD02626,2024-02-27,Customer_2123,Corporate,West,Rajasthan,Technology,Monitor,1292.51,6,0.05,268.5,February,2024
ORD02627,2024-06-14,Customer_1331,Corporate,East,Odisha,Office Supplies,Marker,699.04,4,0.1,31.39,June,2024
ORD02628,2024-05-25,Customer_9233,Consumer,South,Tamil Nadu,Office Supplies,File,4956.64,9,0.15,261.66,May,2024
ORD02629,2023-04-21,Customer_8444,Consumer,South,Telangana,Furniture,Sofa,4922.28,5,0.0,707.4,April,2023
ORD02630,2025-03-28,Customer_5815,Consumer,East,Odisha,Technology,Printer,4187.85,2,0.05,658.55,March,2025
ORD02631,2025-05-24,Customer_8347,Consumer,East,Bihar,Furniture,Sofa,358.1,1,0.0,37.53,May,2025
ORD02632,2024-03-26,Customer_1897,Corporate,North,Punjab,Furniture,Table,2954.5,7,0.0,782.47,March,2024
ORD02633,2023-03-20,Customer_6781,Home Office,East,Odisha,Office Supplies,File,1800.44,1,0.15,401.18,March,2023
ORD02634,2025-05-26,Customer_3935,Home Office,North,Haryana,Office Supplies,Pen,4034.36,7,0.2,230.88,May,2025
ORD02635,2023-04-27,Customer_6785,Corporate,East,West Bengal,Technology,Monitor,2044.97,9,0.2,397.7,April,2023
ORD02636,2023-07-03,Customer_9127,Consumer,East,Odisha,Office Supplies,Pen,2471.13,7,0.0,263.65,July,2023
ORD02637,2024-10-17,Customer_9826,Home Office,East,Odisha,Technology,Monitor,4770.95,3,0.1,483.76,October,2024
ORD02638,2023-12-24,Customer_6527,Corporate,South,Tamil Nadu,Furniture,Bookshelf,3002.97,8,0.1,837.21,December,2023
ORD02639,2024-05-28,Customer_6416,Corporate,West,Madhya Pradesh,Furniture,Table,4440.23,2,0.15,939.9,May,2024
ORD02640,2025-03-08,Customer_1854,Corporate,East,Odisha,Furniture,Desk,931.6,7,0.15,209.98,March,2025
