Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD03613,2024-06-14,Customer_7115,Home Office,South,Telangana,Office Supplies,Marker,4275.14,3,0.1,1102.33
ORD03614,2024-10-14,Customer_3703,Consumer,South,Telangana,Technology,Mouse,1400.93,9,0.1,369.26
ORD03615,2023-02-10,Customer_1038,Home Office,East,West Bengal,Technology,Laptop,3254.85,7,0.15,369.21
ORD03616,2023-07-28,Customer_1599,Home Office,East,Assam,Office Supplies,Pen,3773.14,8,0.05,629.21
ORD03617,2024-07-06,Customer_7238,Home Office,North,Haryana,Office Supplies,Marker,1715.5,6,0.15,335.43
ORD03618,2024-04-09,Customer_1822,Consumer,North,Haryana,Furniture,Bookshelf,3609.49,2,0.2,801.83
ORD03619,2023-02-21,Customer_5583,Consumer,North,Uttar Pradesh,Furniture,Bookshelf,3243.69,4,0.1,248.39
ORD03620,2024-12-19,Customer_2167,Corporate,West,Madhya Pradesh,Office Supplies,Marker,3375.71,5,0.15,906.91
ORD03621,2024-12-01,Customer_7699,Corporate,East,Assam,Technology,Printer,3707.12,3,0.15,157.19
ORD03622,2024-12-06,Customer_8939,Home Office,South,Kerala,Office Supplies,File,3931.08,7,0.2,364.9
ORD03623,2024-10-24,Customer_6968,Consumer,South,Karnataka,Furniture,Bookshelf,1998.09,5,0.0,104.4
ORD03624,2024-09-14,Customer_4940,Home Office,East,West Bengal,Office Supplies,Stapler,2700.37,3,0.1,221.25
ORD03625,2023-12-13,Customer_3038,Consumer,South,Karnataka,Technology,Laptop,2079.05,5,0.2,277.82
ORD03626,2023-12-16,Customer_1440,Corporate,South,Kerala,Technology,Monitor,1947.87,2,0.15,342.84
ORD03627,2023-01-08,Customer_3333,Home Office,North,Uttar Pradesh,Office Supplies,Pen,4801.81,3,0.0,372.86
ORD03628,2023-05-23,Customer_3205,Corporate,West,Gujarat,Furniture,Chair,3659.68,7,0.1,387.8
ORD03629,2023-02-05,Customer_2020,Consumer,West,Maharashtra,Office Supplies,File,3598.61,3,0.2,708.3
ORD03630,2024-05-02,Customer_5714,Home Office,South,Kerala,Office Supplies,Notebook,4153.18,8,0.05,1000.32
ORD03631,2024-07-26,Customer_2026,Corporate,South,Kerala,Office Supplies,Marker,1969.05,4,0.15,280.69
ORD03632,2023-04-03,Customer_9974,Consumer,South,Karnataka,Office Supplies,Marker,1196.53,1,0.2,298.09
ORD03633,2023-05-21,Customer_7066,Home Office,East,West Bengal,Furniture,Desk,2225.11,3,0.15,59.0
ORD03634,2024-06-20,Customer_7154,Home Office,North,Punjab,Office Supplies,Marker,4809.51,3,0.05,675.06
ORD03635,2024-02-23,Customer_5114,Consumer,West,Rajasthan,Technology,Printer,3066.97,1,0.05,887.66
ORD03636,2023-09-12,Customer_5733,Corporate,West,Rajasthan,Office Supplies,Notebook,4317.53,9,0.05,500.91
ORD03637,2024-08-20,Customer_4658,Home Office,East,West Bengal,Office Supplies,File,1159.97,6,0.1,314.94
ORD03638,2023-04-29,Customer_5397,Consumer,West,Rajasthan,Furniture,Chair,3450.3,5,0.0,795.0
ORD03639,2024-05-01,Customer_4392,Home Office,North,Uttar Pradesh,Furniture,Chair,654.48,5,0.15,21.91
ORD03640,2024-05-14,Customer_8662,Home Office,South,Karnataka,Office Supplies,Stapler,3732.19,8,0.1,771.14
ORD03641,2025-05-17,Customer_4199,Corporate,East,West Bengal,Furniture,Table,2626.05,7,0.0,354.7
ORD03642,2025-03-08,Customer_1981,Corporate,West,Gujarat,Technology,Printer,1265.98,1,0.0,204.57
ORD03643,2024-08-09,Customer_4995,Corporate,East,West Bengal,Technology,Mouse,4276.31,1,0.05,530.21
ORD03644,2023-11-10,Customer_8098,Corporate,South,Tamil Nadu,Technology,Printer,4101.73,9,0.1,968.87
ORD03645,2024-09-04,Customer_8286,Consumer,West,Madhya Pradesh,Technology,Laptop,1879.96,5,0.0,429.23
ORD03646,2024-12-02,Customer_4201,Home Office,West,Gujarat,Technology,Laptop,180.54,5,0.2,43.6
ORD03647,2023-11-14,Customer_9696,Consumer,South,Kerala,Technology,Laptop,1510.39,9,0.1,328.76
ORD03648,2023-02-21,Customer_8728,Consumer,West,Maharashtra,Office Supplies,Stapler,4252.91,4,0.1,782.75
ORD03649,2025-05-15,Customer_7947,Consumer,East,West Bengal,Office Supplies,Stapler,2550.31,6,0.2,272.84
ORD03650,2024-08-19,Customer_7462,Consumer,West,Madhya Pradesh,Technology,Printer,1711.42,4,0.0,511.3
ORD03651,2024-11-19,Customer_6399,Consumer,West,Madhya Pradesh,Office Supplies,Notebook,119.24,5,0.05,9.8
ORD03652,2023-10-19,Customer_9398,Corporate,East,Bihar,Office Supplies,Stapler,387.13,2,0.1,70.9
ORD03653,2024-04-14,Customer_6311,Home Office,North,Uttar Pradesh,Furniture,Desk,4301.45,2,0.2,674.0
ORD03654,2024-06-12,Customer_2924,Home Office,East,Assam,Technology,Laptop,186.25,1,0.05,22.91
ORD03655,2023-05-25,Customer_5320,Corporate,West,Gujarat,Office Supplies,File,1008.16,6,0.2,20.86
ORD03656,2023-03-18,Customer_7999,Home Office,South,Karnataka,Furniture,Chair,3014.67,5,0.15,751.23
ORD03657,2023-12-25,Customer_6396,Corporate,North,Uttar Pradesh,Office Supplies,File,2310.75,5,0.15,521.16
ORD03658,2024-11-12,Customer_6997,Consumer,North,Punjab,Office Supplies,Marker,1043.16,9,0.1,225.16
ORD03659,2025-05-15,Customer_2315,Home Office,East,West Bengal,Furniture,Bookshelf,3289.11,8,0.0,357.94
ORD03660,2024-08-28,Customer_5691,Consumer,East,West Bengal,Technology,Mouse,3014.64,8,0.0,559.9
ORD03661,2024-05-28,Customer_6097,Corporate,West,Gujarat,Technology,Mouse,2945.55,9,0.05,773.28
ORD03662,2024-01-30,Customer_8319,Corporate,East,Bihar,Technology,Keyboard,2609.18,8,0.05,514.4
ORD03663,2024-06-16,Customer_6060,Corporate,North,Uttar Pradesh,Office Supplies,Pen,1914.77,3,0.2,37.32
ORD03664,2024-09-03,Customer_7589,Consumer,North,Punjab,Technology,Laptop,1335.97,4,0.1,181.92
ORD03665,2024-01-20,Customer_9903,Consumer,South,Tamil Nadu,Furniture,Chair,717.29,9,0.05,53.98
ORD03666,2023-04-29,Customer_3568,Consumer,West,Gujarat,Office Supplies,Stapler,2573.22,4,0.1,189.54
ORD03667,2023-03-09,Customer_1699,Corporate,West,Madhya Pradesh,Office Supplies,Marker,1916.25,1,0.05,384.51
ORD03668,2024-10-13,Customer_9704,Corporate,West,Maharashtra,Technology,Mouse,2723.45,3,0.2,626.45
ORD03669,2023-09-13,Customer_7538,Home Office,North,Haryana,Furniture,Sofa,1367.51,7,0.05,140.05
ORD03670,2024-12-21,Customer_8228,Consumer,North,Punjab,Office Supplies,Stapler,4774.12,7,0.2,475.77
ORD03671,2023-01-08,Customer_4863,Consumer,South,Telangana,Furniture,Bookshelf,3901.9,5,0.15,746.9
ORD03672,2024-03-24,Customer_4978,Consumer,North,Uttar Pradesh,Furniture,Sofa,381.2,1,0.05,58.27
ORD03673,2024-03-30,Customer_4308,Consumer,South,Telangana,Technology,Keyboard,263.57,3,0.1,24.52
ORD03674,2023-06-01,Customer_9791,Consumer,West,Madhya Pradesh,Office Supplies,Pen,1446.25,2,0.0,341.96
ORD03675,2024-11-25,Customer_8841,Consumer,West,Madhya Pradesh,Office Supplies,Marker,214.41,8,0.1,36.01
ORD03676,2024-08-11,Customer_7609,Home Office,South,Tamil Nadu,Technology,Mouse,1031.19,6,0.15,146.69
ORD03677,2023-08-03,Customer_1188,Consumer,North,Uttar Pradesh,Office Supplies,Marker,1557.89,2,0.1,48.71
ORD03678,2023-07-01,Customer_4576,Corporate,North,Punjab,Furniture,Bookshelf,1727.68,8,0.05,178.71
ORD03679,2023-06-15,Customer_3024,Home Office,South,Kerala,Office Supplies,File,1412.58,6,0.05,79.16
ORD03680,2024-08-29,Customer_1539,Home Office,West,Gujarat,Furniture,Table,2617.01,1,0.0,373.77
ORD03681,2024-04-10,Customer_7716,Home Office,South,Tamil Nadu,Office Supplies,Notebook,2215.73,7,0.15,316.48
ORD03682,2024-10-05,Customer_3089,Consumer,East,Assam,Technology,Keyboard,646.4,3,0.0,164.94
ORD03683,2023-07-12,Customer_5885,Home Office,West,Maharashtra,Furniture,Bookshelf,1308.86,7,0.05,266.66
ORD03684,2024-11-21,Customer_6082,Corporate,West,Madhya Pradesh,Office Supplies,Pen,3712.51,6,0.2,541.18
ORD03685,2025-05-07,Customer_8926,Consumer,West,Maharashtra,Furniture,Desk,618.28,7,0.1,66.13
ORD03686,2023-08-13,Customer_1689,Consumer,West,Gujarat,Technology,Keyboard,3444.63,6,0.2,339.07
ORD03687,2023-07-03,Customer_5303,Consumer,West,Gujarat,Technology,Mouse,240.37,9,0.2,27.13
ORD03688,2025-01-11,Customer_6778,Consumer,South,Kerala,Furniture,Table,2038.79,2,0.1,454.27
ORD03689,2023-12-11,Customer_7453,Home Office,West,Rajasthan,Technology,Keyboard,265.73,2,0.1,53.09
ORD03690,2024-07-06,Customer_1291,Corporate,West,Maharashtra,Office Supplies,Stapler,101.4,6,0.15,25.46
ORD03691,2023-07-19,Customer_9638,Consumer,South,Tamil Nadu,Office Supplies,Notebook,3234.95,6,0.05,914.56
ORD03692,2024-01-26,Customer_7745,Corporate,South,Kerala,Office Supplies,File,2474.25,2,0.15,132.66
ORD03693,2023-04-14,Customer_5926,Home Office,North,Haryana,Technology,Monitor,2005.3,5,0.1,489.46
ORD03694,2024-07-08,Customer_5723,Consumer,East,West Bengal,Technology,Mouse,3854.25,6,0.2,59.76
ORD03695,2023-03-28,Customer_9619,Home Office,East,West Bengal,Office Supplies,Notebook,2728.22,4,0.0,478.46
ORD03696,2025-05-03,Customer_6521,Home Office,West,Rajasthan,Office Supplies,Stapler,3457.29,3,0.0,383.52
ORD03697,2023-05-04,Customer_8278,Home Office,South,Kerala,Office Supplies,Stapler,1476.64,7,0.05,197.17
ORD03698,2023-08-27,Customer_6284,Corporate,North,Delhi,Furniture,Sofa,787.31,7,0.0,56.1
ORD03699,2025-02-11,Customer_1333,Consumer,West,Maharashtra,Office Supplies,File,2682.52,5,0.2,565.24
ORD03700,2023-05-03,Customer_3665,Corporate,East,Bihar,Technology,Printer,1994.13,2,0.1,102.1
ORD03701,2023-10-22,Customer_4503,Home Office,West,Madhya Pradesh,Furniture,Table,2279.53,4,0.2,209.02
ORD03702,2025-02-11,Customer_2729,Corporate,South,Tamil Nadu,Office Supplies,File,4440.91,1,0.05,892.59
ORD03703,2024-10-12,Customer_4055,Home Office,West,Maharashtra,Office Supplies,Pen,1511.97,2,0.1,132.32
ORD03704,2023-08-24,Customer_5137,Corporate,West,Madhya Pradesh,Office Supplies,Marker,694.94,5,0.15,115.62
ORD03705,2023-08-01,Customer_2986,Corporate,West,Gujarat,Office Supplies,Marker,4932.72,3,0.2,676.09
ORD03706,2024-05-30,Customer_5260,Home Office,West,Gujarat,Technology,Keyboard,1389.49,4,0.2,153.07
ORD03707,2025-03-07,Customer_7884,Home Office,South,Telangana,Office Supplies,Pen,2872.46,1,0.2,709.69
ORD03708,2025-05-30,Customer_6067,Home Office,East,West Bengal,Furniture,Table,4815.12,4,0.15,704.29
ORD03709,2025-04-06,Customer_6613,Consumer,South,Kerala,Technology,Keyboard,2100.01,5,0.2,23.3
ORD03710,2024-04-09,Customer_8938,Corporate,East,Assam,Furniture,Bookshelf,2469.89,4,0.0,539.46
ORD03711,2024-08-04,Customer_1219,Consumer,West,Maharashtra,Technology,Laptop,676.82,6,0.2,82.56
ORD03712,2025-03-14,Customer_7886,Corporate,East,Bihar,Office Supplies,Stapler,1022.57,1,0.05,110.62
ORD03713,2023-02-28,Customer_1777,Corporate,East,Odisha,Technology,Printer,916.99,2,0.1,235.96
ORD03714,2024-07-11,Customer_8967,Corporate,West,Madhya Pradesh,Technology,Mouse,2025.43,1,0.2,385.45
ORD03715,2024-05-14,Customer_3673,Home Office,East,Bihar,Office Supplies,Notebook,3855.38,2,0.05,1040.58
ORD03716,2024-12-07,Customer_2840,Consumer,South,Kerala,Furniture,Table,4246.61,7,0.0,251.32
ORD03717,2024-02-24,Customer_4527,Corporate,North,Haryana,Furniture,Table,775.96,5,0.2,59.16
ORD03718,2024-09-15,Customer_8242,Corporate,North,Haryana,Technology,Printer,3079.55,4,0.05,247.22
ORD03719,2024-01-31,Customer_4302,Consumer,West,Gujarat,Furniture,Desk,1803.9,2,0.2,31.08
ORD03720,2023-04-01,Customer_9306,Home Office,South,Telangana,Office Supplies,Notebook,3161.52,7,0.2,354.61
ORD03721,2023-10-25,Customer_1030,Home Office,South,Kerala,Office Supplies,Marker,2779.35,5,0.05,627.71
ORD03722,2025-02-20,Customer_7413,Consumer,East,West Bengal,Technology,Printer,2550.83,8,0.15,148.48
ORD03723,2023-12-23,Customer_1456,Home Office,West,Rajasthan,Furniture,Chair,1309.38,1,0.05,323.67
ORD03724,2024-04-11,Customer_8554,Corporate,West,Rajasthan,Furniture,Bookshelf,4653.32,7,0.1,679.51
ORD03725,2023-01-19,Customer_6515,Corporate,North,Haryana,Furniture,Sofa,3226.44,2,0.2,791.72
ORD03726,2024-07-15,Customer_3640,Home Office,South,Tamil Nadu,Technology,Keyboard,1451.16,9,0.2,334.93
ORD03727,2024-02-21,Customer_3446,Home Office,North,Delhi,Technology,Monitor,3610.98,1,0.15,185.91
ORD03728,2024-08-28,Customer_8417,Home Office,West,Gujarat,Technology,Mouse,2791.79,4,0.2,392.79
ORD03729,2023-08-28,Customer_2489,Consumer,East,Bihar,Furniture,Chair,640.2,1,0.1,152.98
ORD03730,2023-11-14,Customer_1202,Consumer,East,Bihar,Furniture,Sofa,3405.51,9,0.1,573.62
ORD03731,2023-10-07,Customer_3784,Corporate,East,Odisha,Furniture,Chair,4030.37,3,0.0,223.27
ORD03732,2024-04-19,Customer_1175,Home Office,East,Bihar,Technology,Mouse,3712.62,7,0.15,751.03
ORD03733,2023-09-11,Customer_2543,Corporate,South,Kerala,Office Supplies,Notebook,2350.79,4,0.15,308.29
ORD03734,2024-12-12,Customer_8386,Corporate,West,Maharashtra,Technology,Monitor,2385.81,1,0.05,458.32
ORD03735,2025-02-11,Customer_8038,Corporate,East,West Bengal,Technology,Printer,4080.61,5,0.0,894.72
ORD03736,2023-12-21,Customer_7348,Consumer,South,Tamil Nadu,Furniture,Chair,3450.0,7,0.05,290.85
ORD03737,2024-11-25,Customer_7516,Home Office,East,Bihar,Furniture,Desk,2755.22,4,0.1,97.96
ORD03738,2024-08-03,Customer_8590,Home Office,North,Uttar Pradesh,Office Supplies,Pen,4340.32,6,0.15,913.86
ORD03739,2024-12-30,Customer_9218,Corporate,South,Telangana,Technology,Keyboard,365.92,3,0.2,44.78
ORD03740,2023-11-06,Customer_5113,Home Office,South,Karnataka,Office Supplies,Marker,2714.59,5,0.0,361.03
ORD03741,2023-05-14,Customer_3511,Corporate,East,Assam,Technology,Mouse,2088.19,9,0.05,273.72
ORD03742,2023-05-12,Customer_4499,Home Office,West,Madhya Pradesh,Technology,Keyboard,3828.84,4,0.2,433.67
ORD03743,2023-09-15,Customer_6782,Corporate,West,Madhya Pradesh,Office Supplies,File,957.24,2,0.0,92.46
ORD03744,2023-03-21,Customer_8786,Home Office,East,Bihar,Technology,Monitor,2461.27,4,0.15,564.29
ORD03745,2025-05-11,Customer_4405,Home Office,East,Odisha,Office Supplies,Stapler,3986.26,1,0.05,185.29
ORD03746,2025-04-24,Customer_8255,Home Office,East,Assam,Furniture,Sofa,4980.73,5,0.2,456.19
ORD03747,2023-12-24,Customer_4129,Corporate,East,Bihar,Office Supplies,Notebook,2095.24,1,0.15,284.56
ORD03748,2024-01-28,Customer_2666,Corporate,North,Delhi,Office Supplies,File,1849.62,9,0.2,36.04
ORD03749,2024-04-24,Customer_9774,Consumer,North,Punjab,Technology,Laptop,713.07,4,0.0,157.47
ORD03750,2023-12-12,Customer_7587,Home Office,South,Kerala,Furniture,Table,4583.77,4,0.0,266.13
ORD03751,2024-12-26,Customer_4822,Home Office,South,Tamil Nadu,Technology,Mouse,1247.05,3,0.1,340.8
ORD03752,2024-01-04,Customer_3849,Consumer,North,Haryana,Furniture,Chair,1231.7,8,0.2,148.91
ORD03753,2025-05-13,Customer_1059,Consumer,North,Haryana,Furniture,Desk,2098.53,4,0.1,377.31
ORD03754,2023-10-10,Customer_1558,Home Office,South,Telangana,Office Supplies,Notebook,1783.93,4,0.15,141.46
ORD03755,2024-02-01,Customer_5022,Home Office,North,Haryana,Furniture,Sofa,3735.17,2,0.1,1000.47
ORD03756,2024-01-17,Customer_3823,Home Office,West,Madhya Pradesh,Office Supplies,Marker,3208.01,9,0.0,716.29
ORD03757,2025-04-02,Customer_4846,Corporate,West,Gujarat,Furniture,Table,2129.26,2,0.0,298.63
ORD03758,2025-05-30,Customer_1568,Home Office,West,Madhya Pradesh,Office Supplies,Stapler,4818.24,9,0.2,576.34
ORD03759,2023-04-16,Customer_3218,Consumer,West,Gujarat,Office Supplies,Pen,1753.99,8,0.2,20.01
ORD03760,2024-03-26,Customer_4868,Consumer,East,Bihar,Furniture,Sofa,372.47,8,0.05,26.87
ORD03761,2024-02-19,Customer_2352,Consumer,North,Punjab,Technology,Printer,1199.3,1,0.2,16.12
ORD03762,2023-08-28,Customer_5797,Consumer,South,Karnataka,Technology,Mouse,470.45,1,0.0,124.61
ORD03763,2024-01-13,Customer_4791,Home Office,South,Tamil Nadu,Office Supplies,Stapler,3472.93,7,0.2,364.58
ORD03764,2024-05-18,Customer_1126,Consumer,North,Delhi,Furniture,Chair,2472.88,3,0.2,240.22
ORD03765,2023-10-10,Customer_8169,Consumer,South,Telangana,Furniture,Desk,1036.12,8,0.05,179.82
ORD03766,2023-08-27,Customer_2420,Home Office,South,Telangana,Furniture,Chair,1152.42,5,0.1,298.44
ORD03767,2024-04-07,Customer_5075,Home Office,South,Telangana,Furniture,Bookshelf,993.23,7,0.0,106.74
ORD03768,2024-11-25,Customer_9052,Corporate,North,Uttar Pradesh,Technology,Mouse,4564.15,7,0.05,248.92
ORD03769,2023-08-07,Customer_9863,Home Office,West,Madhya Pradesh,Furniture,Sofa,4396.77,4,0.05,631.99
ORD03770,2025-04-07,Customer_6554,Corporate,East,Odisha,Furniture,Table,412.64,5,0.1,16.41
ORD03771,2025-01-26,Customer_3160,Home Office,South,Tamil Nadu,Furniture,Table,3567.51,2,0.05,330.79
ORD03772,2023-03-05,Customer_3699,Consumer,North,Uttar Pradesh,Furniture,Bookshelf,836.78,6,0.15,173.46
ORD03773,2024-04-11,Customer_1931,Consumer,North,Uttar Pradesh,Technology,Printer,4755.48,5,0.15,589.39
ORD03774,2023-09-21,Customer_1715,Consumer,West,Maharashtra,Office Supplies,File,4486.22,9,0.0,1131.36
ORD03775,2023-02-15,Customer_5742,Consumer,North,Uttar Pradesh,Office Supplies,Notebook,238.33,9,0.05,33.44
ORD03776,2025-03-13,Customer_8261,Consumer,West,Gujarat,Office Supplies,Marker,1232.28,5,0.15,166.61
ORD03777,2024-11-04,Customer_5821,Consumer,North,Haryana,Technology,Mouse,970.57,8,0.1,156.7
ORD03778,2023-12-08,Customer_8556,Home Office,South,Telangana,Technology,Laptop,1386.42,4,0.05,366.32
ORD03779,2024-08-16,Customer_7722,Consumer,West,Rajasthan,Office Supplies,Marker,4693.08,5,0.0,1319.51
ORD03780,2025-01-14,Customer_1912,Consumer,East,Bihar,Office Supplies,Marker,4394.4,5,0.15,630.36
ORD03781,2023-06-18,Customer_6280,Home Office,South,Karnataka,Furniture,Sofa,2271.96,4,0.05,351.7
ORD03782,2024-04-18,Customer_6500,Corporate,South,Karnataka,Furniture,Bookshelf,1704.63,9,0.0,96.81
ORD03783,2024-05-08,Customer_7967,Home Office,East,Assam,Technology,Monitor,4435.67,9,0.05,422.1
ORD03784,2025-06-09,Customer_4848,Corporate,West,Madhya Pradesh,Technology,Mouse,1191.72,4,0.1,92.98
ORD03785,2024-02-25,Customer_1288,Corporate,East,Bihar,Technology,Printer,4058.39,1,0.1,519.93
ORD03786,2023-09-07,Customer_5274,Home Office,East,Odisha,Office Supplies,File,4892.53,3,0.05,607.09
ORD03787,2024-05-11,Customer_9788,Home Office,North,Punjab,Furniture,Bookshelf,3124.4,4,0.05,345.3
ORD03788,2024-12-06,Customer_1318,Consumer,West,Maharashtra,Technology,Printer,2056.27,9,0.2,70.99
ORD03789,2024-12-29,Customer_2287,Corporate,West,Maharashtra,Technology,Laptop,778.68,4,0.0,144.82
ORD03790,2025-03-25,Customer_1024,Home Office,South,Telangana,Office Supplies,File,3670.14,1,0.05,941.99
ORD03791,2024-09-02,Customer_3156,Consumer,North,Punjab,Furniture,Sofa,706.09,2,0.15,190.04
ORD03792,2023-03-23,Customer_4769,Home Office,South,Karnataka,Technology,Laptop,762.98,8,0.1,176.21
ORD03793,2024-12-28,Customer_4172,Home Office,North,Punjab,Furniture,Desk,4092.02,8,0.15,494.61
ORD03794,2024-07-24,Customer_6771,Consumer,North,Punjab,Technology,Laptop,4464.71,3,0.15,817.64
ORD03795,2023-05-05,Customer_9503,Home Office,East,Assam,Office Supplies,File,1988.48,8,0.0,334.24
ORD03796,2023-06-08,Customer_2376,Home Office,West,Rajasthan,Office Supplies,Notebook,3581.27,9,0.05,634.59
ORD03797,2024-11-23,Customer_7780,Home Office,East,Odisha,Technology,Mouse,4996.57,2,0.0,1102.25
ORD03798,2023-06-29,Customer_6538,Consumer,West,Maharashtra,Technology,Mouse,4723.89,3,0.0,1045.56
ORD03799,2023-10-30,Customer_5426,Home Office,East,Odisha,Technology,Monitor,1871.62,4,0.15,321.48
ORD03800,2023-02-01,Customer_4741,Consumer,North,Haryana,Technology,Monitor,4633.26,8,0.1,1054.64
ORD03801,2023-10-22,Customer_1882,Consumer,East,Bihar,Technology,Printer,4937.27,3,0.1,234.29
ORD03802,2023-05-16,Customer_3777,Consumer,North,Punjab,Office Supplies,Marker,639.86,8,0.1,19.25
ORD03803,2024-10-27,Customer_5618,Consumer,East,West Bengal,Technology,Keyboard,1058.48,7,0.05,103.68
ORD03804,2025-05-19,Customer_6605,Consumer,West,Rajasthan,Office Supplies,Marker,3025.06,7,0.2,676.9
ORD03805,2024-11-04,Customer_5568,Corporate,North,Punjab,Technology,Printer,439.53,4,0.05,56.19
ORD03806,2023-06-19,Customer_6109,Corporate,West,Maharashtra,Technology,Printer,1380.08,4,0.05,305.12
ORD03807,2024-10-02,Customer_3609,Consumer,North,Delhi,Technology,Monitor,2996.38,5,0.05,852.44
ORD03808,2024-06-21,Customer_8423,Consumer,South,Karnataka,Technology,Mouse,2328.67,4,0.15,158.95
ORD03809,2023-02-15,Customer_5999,Home Office,North,Uttar Pradesh,Furniture,Desk,347.64,8,0.2,11.19
ORD03810,2023-01-15,Customer_5596,Home Office,South,Tamil Nadu,Technology,Printer,523.77,8,0.15,52.26
ORD03811,2024-01-11,Customer_6850,Corporate,North,Delhi,Technology,Monitor,3785.02,8,0.1,268.95
ORD03812,2024-10-12,Customer_7998,Consumer,North,Punjab,Technology,Laptop,1667.58,9,0.2,319.44
ORD03813,2024-04-05,Customer_5234,Home Office,North,Uttar Pradesh,Technology,Keyboard,386.69,8,0.2,38.53
ORD03814,2023-11-03,Customer_1924,Home Office,West,Gujarat,Technology,Printer,1971.47,4,0.1,110.08
ORD03815,2025-04-05,Customer_8691,Consumer,South,Tamil Nadu,Furniture,Bookshelf,2890.27,6,0.0,492.2
ORD03816,2023-11-08,Customer_8479,Home Office,West,Madhya Pradesh,Furniture,Table,2153.37,9,0.15,460.51
ORD03817,2024-09-23,Customer_8300,Home Office,North,Punjab,Furniture,Sofa,1527.63,3,0.15,141.21
ORD03818,2024-10-10,Customer_5902,Consumer,North,Punjab,Furniture,Table,3403.63,5,0.15,421.71
ORD03819,2025-01-04,Customer_9313,Home Office,North,Haryana,Technology,Printer,4564.73,5,0.0,900.19
ORD03820,2025-02-08,Customer_9716,Home Office,West,Gujarat,Furniture,Chair,749.49,1,0.1,65.06
ORD03821,2023-06-29,Customer_2393,Corporate,East,Bihar,Technology,Printer,607.32,2,0.1,105.16
ORD03822,2024-05-10,Customer_3478,Consumer,West,Gujarat,Technology,Printer,4053.65,2,0.0,913.02
ORD03823,2023-10-06,Customer_9418,Consumer,East,Odisha,Office Supplies,File,2024.52,7,0.2,290.96
ORD03824,2023-06-06,Customer_7998,Home Office,North,Punjab,Office Supplies,Marker,4328.83,8,0.15,480.36
ORD03825,2024-06-12,Customer_7731,Corporate,East,Bihar,Office Supplies,Marker,3917.99,4,0.0,773.94
ORD03826,2025-01-09,Customer_6006,Consumer,North,Delhi,Technology,Monitor,2884.53,2,0.1,236.5
ORD03827,2024-01-09,Customer_7707,Corporate,South,Kerala,Technology,Monitor,1094.34,9,0.2,201.33
ORD03828,2024-10-18,Customer_9303,Consumer,East,Odisha,Furniture,Sofa,4772.43,1,0.0,974.12
ORD03829,2024-11-01,Customer_4111,Home Office,South,Tamil Nadu,Furniture,Chair,570.45,2,0.15,69.91
ORD03830,2023-10-08,Customer_5446,Consumer,South,Tamil Nadu,Technology,Monitor,1965.17,7,0.15,122.79
ORD03831,2024-12-28,Customer_1822,Consumer,West,Maharashtra,Furniture,Bookshelf,3620.19,9,0.15,104.84
ORD03832,2023-07-18,Customer_1077,Corporate,West,Gujarat,Office Supplies,File,3042.73,8,0.1,324.32
ORD03833,2023-07-16,Customer_1789,Consumer,North,Punjab,Office Supplies,Marker,3046.13,7,0.15,517.85
ORD03834,2024-04-12,Customer_2659,Home Office,West,Maharashtra,Furniture,Desk,2608.0,2,0.15,54.37
ORD03835,2023-01-23,Customer_5257,Consumer,North,Uttar Pradesh,Technology,Mouse,618.1,7,0.2,133.58
ORD03836,2024-04-08,Customer_5578,Corporate,East,West Bengal,Furniture,Sofa,1117.61,2,0.2,103.15
ORD03837,2023-07-22,Customer_9333,Consumer,South,Tamil Nadu,Technology,Keyboard,4333.86,5,0.15,1131.61
ORD03838,2024-06-20,Customer_7719,Home Office,South,Tamil Nadu,Technology,Laptop,2372.03,7,0.1,504.99
ORD03839,2025-03-15,Customer_2334,Home Office,East,Assam,Furniture,Bookshelf,1259.76,7,0.2,105.56
ORD03840,2024-01-04,Customer_3748,Home Office,West,Rajasthan,Furniture,Sofa,2484.31,1,0.2,180.77
ORD03841,2025-04-21,Customer_1100,Home Office,North,Haryana,Furniture,Bookshelf,2052.96,5,0.15,98.92
ORD03842,2024-01-26,Customer_5704,Consumer,East,Odisha,Furniture,Desk,4254.52,3,0.0,1258.77
ORD03843,2023-11-28,Customer_2075,Consumer,South,Kerala,Furniture,Chair,1710.93,5,0.0,264.17
ORD03844,2023-07-13,Customer_7836,Consumer,East,Assam,Furniture,Chair,2655.55,3,0.2,309.47
ORD03845,2023-09-20,Customer_9663,Consumer,North,Delhi,Technology,Printer,3410.03,2,0.05,785.98
ORD03846,2024-11-01,Customer_6334,Home Office,North,Punjab,Technology,Monitor,1679.85,7,0.2,86.84
ORD03847,2024-10-31,Customer_1014,Corporate,South,Tamil Nadu,Furniture,Desk,2986.29,3,0.0,487.68
ORD03848,2023-03-22,Customer_7799,Home Office,North,Uttar Pradesh,Technology,Monitor,1090.2,3,0.0,105.44
ORD03849,2024-06-07,Customer_4864,Home Office,North,Delhi,Office Supplies,Pen,454.2,7,0.15,28.11
ORD03850,2024-09-28,Customer_9516,Home Office,East,Assam,Technology,Mouse,2671.51,2,0.1,502.47
ORD03851,2025-03-03,Customer_3704,Corporate,North,Delhi,Furniture,Chair,1094.55,5,0.2,269.95
ORD03852,2023-03-01,Customer_5597,Corporate,North,Punjab,Office Supplies,Pen,3025.91,9,0.2,613.79
